"Adresse";"Code_Postal";" Ville";"Pays";" Coord_GPS";" Remarque"
"Rue Henri Lagrange";"87310";"Linards";"France";"45.699390799619195, 1.5386867523193362";"La boite à lire se trouve près de l'arrêt des bus proche de la mairie"
"Mairie";"87310";"Gorre";"France";"45.7409791, 0.9830988";
"116 Avenue de la Libération";"87320";"Bussière-Poitevine";"France";"46.2372597, 0.9015116";"A côté du city park"
"Place de la République";"87350";"PANAZOL";"France";"45.8396946, 1.3104769";"Devant l école maternelle Pauline Kergomard"
"rue joseph leyssene";"87350";"Panazol";"France";"45.8399269, 1.30366";"A l entrée du parc de la Beausserie, proche skatepark, sur la rue Joseph Leyssenne."
"Place de la République";"87350";"PANAZOL";"France";"45.8396946, 1.3104769";"Devant l école maternelle Pauline Kergomard"
"Les Bordes";"87370";"Jabreilles les Bordes";"France";"46.018233,1.516232";"Dans un frigo à côté de la mairie et de la salle des fêtes : livres  jeux  cd  dvd"
"Rue Pierre mendès france";"87410";"Le palais sur vienne";"France";"45.873331, 1.332752";"Maison de quartier en face de l école"
"Mairie de Chauzat";"87420";"Sainte Marie de Vaux";"France";"45.8732247, 1.0420509";"Installée sur la facade de la Mairie de Chauzat"
"Place du chanoine Merlin";"87420";"Saint-Victurnien";"France";"45.877223, 1.012801";"sur le parking à côté de l église"
"Le bourg";"87440";"La Chapelle-Monbrandeix";"France";"45.6460793, 0.8487338";"Dans l espace vert en face de la mairie45.646243 - 2.848480"
"17 rue des sources";"87480";"saint priest taurion";"France";"45.8858329, 1.4230235";"Place de l'église, face à l'école sous le cèdre."
"14 avenue du Pont las Veyras";"87500";"Saint-Yrieix la Perche";"France";"45.504158, 1.2039775";"Particulier ayant installé une boîte à lire. Contient, en plus des traditionnels livres en français, quelques livres en anglais"
"Place du 19 mars 1962";"87510";"Nieul";"France";"45.925896, 1.172474";"Située à côté de l'air de jeux pour enfants."
"30 rue des écoles";"87510";"Saint-Jouvent";"France";"45.9572305, 1.202399";"Devant la mairie."
"rue du Champ de Foire";"87510";"Peyrilhac";"France";"45.9511088, 1.1331728";"Devant Vival"
" 2 place de la mairie";"87520";"Veyrac";"France";"45.897141, 1.1057335";"Sur la parking à côté de la mairie."
"Rue de la roseraie";"87600";"Vayres";"France";"45.757622, 0.812785";"Sur le champ de foire, à côté de la bascule"
"6 rue Victor Hugo";"87600";"Rochechouart";"France";"45.8238704, 0.8209328";"A l'entrée du Capitole, derrière l'office de tourisme"
"Avenue jean jaurès";"87600";"Rochechouart";"France";"45.828411, 0.824516";"Cabine téléphonique dans l aire de jeux proche du pôle socio-culturel. Après le boulodrome."
"24 rue de la Libération";"87640";"razès";"France";"46.0345943, 1.3453522";
"1 rue du 19 Mars 1962";"87700";"Saint-Priest-sous-Aixe";"France";"45.8168462, 1.0994214";"Proche école, poste et monument aux morts."
"27 Rue du 19 Mars 1962";"87700";"Saint-Priest-sous-Aixe";"France";"45.8182171, 1.1004352";"Face à la mairie"
"Rue du 19 mars 1962";"87700";"Saint-priest-sous-aixe";"France";"45.8198464, 1.1019646";"3 ème boîte à saint priest. Bleu clair. Réservée aux jeunes lecteurs. livres et dvd pour enfants. à côté de la boîte verte."
" 1 place de la Mairie";"87720";"Saillat-sur-Vienne";"France";"45.8706583, 0.8157133";"Sur le parking de la mairie, de la poste et de l'école."
"1 Place du 11 novembre 1918";"87800";"La Roche-l'Abeille";"France";"45.5971384, 1.2408985";"Dans le point info tourisme  à côté de l église."
"9 route de beynac";"87800";"Burgnac";"France";"45.7274448, 1.1517914";"à côté du distributeur de pain, proche de la salle des fêtes"
"Rue des Genêts";"87920";"Condat-sur-Vienne";"France";"45.7827908, 1.26082";"Sur le parking proche de l'aire de jeux des enfants"
"rue du coteau";"88000";"dogneville";"France";"48.199137, 6.449579";"La boite se trouve sur al gauche de la rue en descendant vers la Moselle."
"Quai sadi carnot";"88107";"Saint-Dié-des-Vosges";"France";"48.284421,6.953071";"La boite se situe tout au bout du quai Sadi Carnot  côté rond point  juste à côté du pont."
"1 rue docteur raoult";"88110";"Raon l étape ";"France";"48.4074045, 6.8452647";"Boîte en libre service. A côté de l école primaire du centre."
"Gare sncf";"88110";"Raon l étape";"France";"48.403928, 6.837065";"Elle est située dans le parc près de la gare sncf de raon l étape"
"Parking mairie";"88170";"Saint menges";"France";"49.7382564, 4.9251356";"Dans l ancienne cabine téléphonique."
"rue de la xavée";"88200";"remineront";"France";"48.018096, 6.589541";"L'étagère se trouve à l'extérieur du bâtiment Le Volontaire, au centre-ville, côté rue de la Xavée."
"1 rue de la meurthe";"88230";"Plainfaing";"France";"48.1727445, 7.0147646";
"Avenue André Demazure - Bains-les-Bains";"88240";"LA-VOGE-LES BAINS";"France";"48.00089214461477, 6.264894604682923";"Située à coté des anciens Bains Romains"
"Place de l hôtel de ville";"88340";"Le val d ajol";"France";"47.9263128, 6.484265";"Jolie boîte à livres située à proximité de la mairie  à droite"
"Grande Rue - île aux enfants";"88340";"LE VAL D'AJOL";"France";"47.926193, 6.484068";"Boîte à livres offerte par le Lions Club Plombières Remiremont et installée à l'entrée de l'ile aux enfants Grande Rue."
"Place de l'Hotel de Ville";"88340";"LE VAL D?AJOL";"France";"47.9263128, 6.484265";"boîte offerte par le Lions Club Plombières Remiremont installée à proximité de la médiathèque, de la MJC et de l?ecole de musique."
"Lac de Bouzey";"88390";"Chaumousey";"France";"48.163583, 6.352203";"Maison de la bicyclette"
"Rue Carnot";"88400";"Geraldmer";"France";"48.071476, 6.8763121";"La boite à livres se trouve sur le parvis des droits de l Homme"
"Place de la mairie";"88430";"Corcieux";"France";"48.1726298, 6.8786807";"Au mur de la mairie, près des portes de la salle des fêtes. Sur la gauche, lorsqu'on fait face au bâtiment."
"Rue du Colonel Bertin";"88460";"Docelles";"France";"48.141935896251304, 6.626880168914796";"La boîte à lire se trouve sur l'aire de jeux sous les arbres."
"4 Rue du Vivier";"88480";"Étival-Clairefontaine";"France";"48.3637086, 6.86504";"Sur le parking derrière la mairie."
"Mairie";"88700";"SAINT-GENEST";"France";"48.354558, 6.525138";"Installée depuis avril 2018, derrière la fontaine de la mairie."
"25 avenue de Châtenoy";"89000";"Auxerre";"France";"47.8144333, 3.5571518";
"9 rue de Preuilly";"89000";"Auxerre";"France";"47.792253, 3.579674";"Une bibliothèque mise à disposition dans l'entrée du magasin ATAC."
"parc Roscoff ";"89000";"Auxerre";"France";"47.7980889, 3.5770008";"Cette boîte à lire se trouve dans l'allée entre le parc Roscoff et le parking Roscoff, dans le prolongement de l'allée Saint-Amarin."
"rue Victor Guichard";"89100";"SOUCY";"France";"48.2484339, 3.3254696";"Installée près de la bibliothèque, de l'école et de la mairie."
"7 Rue Voltaire ";"89100";"Sens";"France";"48.1981352, 3.2823449";"Sous le porche de la librairie Calligramme.."
"gare";"89100";"sens";"France";"48.1978451, 3.2676619";"petite boite situee juste a la sortie cote ville"
"2 Rue de l'Église";"89140";"Villenavotte";"France";"48.2485611, 3.2379008";"La Boîte à Lire est installée près de l'entrée de la Mairie. Elle a été fabriquée par un habitant du Village."
"2 rue Sainte Marie";"89140";"Gisy les Nobles";"France";"48.2804547, 3.2436807";"Sur la place du village près de la Mairie"
"43 route nationale";"89160";"Lezinnes";"France";"47.8017873, 4.0908788";
"rue Maréchal Foch";"89200";"Avallon";"France";"47.491219, 3.909248";"La boîte est en métal et représente un livre ouvert, elle est située devant le cinéma Vauban. Les livres sont rangés sur les côtés, l'ouverture est un peu délicate, n'hésitez pas à tirer fort."
"Centre commercial Auchan";"89200";"Avallon";"France";"47.4983907, 3.9062736";"Auchan a mis à disposition ses invendus au public avec l esprit de la ""boîte à lire"". On peut également en déposer. Il y a un peu de tout, mais très souvent des livres âgés..."
"Ruelle de la Croix Blanche";"89260";"Thorigny-sur-Oreuse";"France";"48.2939828, 3.400837";"Une cabane à livre construite avec plusieurs essences de bois locaux, par un bénévole passionné de menuiserie. Située à l entrée de l'école, près d'une aire de jeux et de bacs potagers partagés."
"magasin Atac";"89290";"Champs sur yonne";"France";"47.740458, 3.599956";"A l'entrée  du magasin Atac à  champs sur yonne"
"Place de la Mairie ";"89320";"Villiers-Louis";"France";"48.1898873, 3.4020652";"C est une valise accrochée à la porte d'entre de la salle des fêtes. Il ne s'agit pas de l'entrée qui donne sur la rue, mais celle qui est accessible sur la droite."
"17 Gr Grande Rue";"89340";"Chaumont";"France";"48.3230415, 3.1045316";"Nouvelle boîte à livres à Chaumont"
"Place de l église";"89400";"Cheny";"France";"47.9556392, 3.5363114";"Derrière un arbre près du parking"
"Place de la Mairie";"89430";"Commissey";"France";"47.8270622, 4.0810705";
"Grande rue de Sougères";"89520";"SOUGERES EN PUISAYE";"France";"47.559972, 3.323623";"Boîte aux livres créée à l'initiative de l association  TERRES et PIERRES  inaugurée le 24 mars 2018."
"rue de Bruxelles";"90000";"Belfort";"France";"47.633973,6.842142";"A côté de l aire de jeux."
"Via d'Auxelles";"90000";"Belfort";"France";"47.647514,6.835197";"A côté des écoles"
"Rue Risler";"90000";"Belfort";"France";"47.6416964, 6.8356378";
"Rue de Bruxelles";"90000";"Belfort";"France";"47.633796, 6.8417925";
"Rue Roussel";"90000";"Belfort";"France";"47.6389661, 6.8643019";"Fac droit aes"
"Faubourg de Belfort";"90100";"Delle";"France";"47.5152195, 7.0015646";"Intermarché, dans le sas de sortie, un grand choix de livre !"
"21 Avenue du général de Gaulle";"90100";"DELLE";"France";"47.5055834, 7.0099188";"Une petite boîte à livres est disponible au café de la gare"
"3 place du marché";"90120";"Morvillars";"France";"47.5464837, 6.9344657";"située sur un mur de la Mairie, à côté des boîtes à lettres jaunes de la Poste. Inaugurée le samedi 2 juin 2018"
"Rue des Vosges";"90130";"Montreux le Château";"France";"47.615163, 6.9989875";"Ancienne armoire transformée."
"Rue Maginot";"90200";"Giromagny";"France";"47.7417307, 6.8275971";
"Place de la mairie";"90360";"La chapelle sous rougemont";"France";"47.7118113, 7.0152709";"Face a la mairie et l ecole municipale.  Ancienne cabine téléphonique rouge"
"rue de Bavilliers";"90800";"Bavilliers";"France";"47.619351900501, 6.847845911979676";"Abris bus en béton transformé en boite à lire"
"Mail de l'Île de France";"91090";"Lisses";"France";"48.6121768, 2.4170344";"Juste à côté de la médiathèque Colette"
"Place Pierre Mendès";"91120";"Palaiseau";"France";"48.7075263, 2.2375034";"Boîte à lire en face de la gare RER Palaiseau-Villebon"
"Avenue de la Cime";"91130";"Ris Orangis";"France";"48.6439949, 2.408316";"Installation à l initiative d'un groupe d'habitant devant l'école élémentaire de la Ferme du Temple"
"rue de la place de la gare";"91130";"ris orangis";"France";"48.65879638542491, 2.414535284042359";"Dans le petit parc. Installation à l'initiative d'un groupe d'habitant"
"rue du vieux cèdre - quartier de Grand Bourg";"91130";"ris otrangis";"France";"48.647946, 2.436436";"Installation à l'initiative d'un groupe d'habitants"
"Chemin de briis";"91140";"Villebon sur yvette";"France";"48.7045995, 2.2542738";"Dans l allée du centre commercial"
"Place Saint-Gilles";"91150";"Etampes";"France";"48.432009, 2.1538044";
"Gare Etampes";"91150";"Etampes";"France";"48.4368941, 2.1595434";"Boite à lire installée par la région Ile de France devant la gare SNCF"
"1 Rue du Rouillon";"91160";"Ballainvilliers";"France";"48.6766314, 2.2927494";"Au début de la place, face au numéro 4"
"rue Léontine Sohier";"91160";"Longjumeau";"France";"48.69434562668757, 2.2959601879119877";"Mairie"
"Rue des Hauts Fresnais";"91160";"Ballainvilliers";"France";"48.6623946, 2.2804785";"Cabine téléphonique au groupe scolaire"
"Rue du general Leclerc";"91160";"Ballainvilliers";"France";"48.67193368237081, 2.2931170463562016";"Cabine téléphonique au Château"
" 21 avenue Emile Fruchart";"91210";"DRAVEIL";"France";"48.6851404, 2.3912469";"Installée le 4 juin 2017."
"33 rue Alphonse Daudet";"91210";"DRAVEIL";"France";"48.6628136, 2.4233895";"A droite de l'entrée du domaine de l'Association La Maison Alphonse DAUDET sous un petit kiosque très charmant et accueillant bordée par un petit jardin potager à partager! ^^"
"8 Avenue Gilbert Fergant";"91220";"Le Plessis-Pâte";"France";"48.6117289, 2.3250787";"Dans la médiathèque située dans la cour de la ferme du château"
"Rue D'Estienne d'Orves";"91220";"Brétigny-sur-Orge";"France";"48.607087, 2.303412";"Devant la gare RER, la boîte à lire vous attend."
"Avenue de la Maison Neuve";"91227";"Brétigny-sur-Orge";"France";"48.5878861, 2.3044333";"Boîte à lire située dans le Centre Commercial de la Maison Neuve."
"34 rue Hoche";"91260";"Juvigny sur Orge";"France";"48.6860719, 2.3793634";"Située sur le pignon de l'espace coworking  ""Espace et plus"""
"Gare Arpajon";"91290";"Arpajon";"France";"48.5863681, 2.241002";"Boite à lire installée par la région Ile de France dans la gare SNCF"
"Massy TGV";"91300";"Massy Palaiseau";"France";"48.7251521, 2.2598998";"Sur le parvi entre la gare Massy TGV et Massy Palaiseau RATP en face du bus ligne 399. Installée par la Région Ile de France"
"13 rue Léonard de Vinci";"91300";"Massy";"France";"48.7219847, 2.2658515";"Sur la place devant l'école Léonard de Vinci."
"place Daniel Meyer";"91310";"Montlhéry";"France";"48.638977, 2.2725959";"Dans la petite cour en face de la Bibliothèque municipale"
"1 Rue Blanche de Castille";"91310";"Montlhéry";"France";"48.636779, 2.2701318";"A l entrée de la mairie, côté parking, à côté des panneaux d informations de la ville"
"rue Jules Ferry";"91310";"Linas";"France";"48.63163937346653, 2.266611456871033";"bibliothèque en fer, vitrée, avec siège attenant"
"2 Rue Marc Sangnier";"91330";"Yerres";"France";"48.7147616, 2.4896534";"Dans le CEC de Yerres."
"rue de la République";"91340";"Ollainville";"France";"48.58950326450243, 2.2199410200119023";"bibliothèque vitrée avec siège attenant"
"Rue de l esplanade";"91360";"Epinay sur orge";"France";"48.6717725, 2.3274217";"Sur le chemin de la gare une petite boîte sympathique installée par un particulier."
"Rue m.girard";"91360";"Morsang sur orge";"France";"48.6656744, 2.3278558";
"19 Rue Marcel Girard";"91360";"Villemoisson sur orge";"France";"48.6661009, 2.326789";
"Allée des Bruyères";"91360";"Villemoisson sur orge";"France";"48.6603871, 2.3286761";
"Avenue Séquigny";"91360";"Villemoisson sur orge";"France";"48.6571481, 2.3311805";
"Allée du chantier de Justice";"91360";"Villemoisson sur orge";"France";"48.659932, 2.3322666";
"Avenue du grand Orme Place de la mairie";"91360";"Villemoisson sur orge";"France";"48.661872, 2.3297346";
"14 Rue de la Terrasse";"91360";"Epinay sur orge";"France";"48.6749789, 2.3216218";"Parc de la Maison Sainte Marie"
"Centre Commercial des Prés-hauts";"91370";"Verrières-le Buisson";"France";"48.7528163, 2.2721414";
"Parc Régnier";"91370";"Verrières-le Buisson";"France";"48.74743852441272, 2.2696530818939213";
"Square Louise de Villemorin";"91370";"Verrières-le Buisson";"France";"48.743554543127956, 2.266294956207276";
"62 Avenue René Cassin";"91390";"Morsang-sur-Orge";"France";"48.652403, 2.34837";"Devant la Maison de la Citoyenneté et de la Vie Associative"
"Gare du Guichet";"91400";"Orsay";"France";"48.70495, 2.1914491";"La boite se trouve juste derrière la brasserie tabac presse à côté de la gare du Guichet, face à la pizzéria La Guicheta. Bonne lecture à tous."
"boulevard de mondetour";"91400";"orsay";"France";"48.6809405, 2.1825118";"accessible durant l ouverture de la marie annexe"
"place du marché";"91410";"Dourdan";"France";"48.529084, 2.0126685";"sur la place du marché"
"Gare SNCF - Avenue Docteur Jules Bals";"91410";"Dourdan";"France";"48.5334756, 2.0097325";"Dans le hall de la gare SNCF"
"rue françois mouthon";"91420";"chilly-mazarin";"France";"48.7022578, 2.3143027";"La boite à lire est très grande c est une cabane de jardin .elle est située dans le parc de l'hotel de ville."
"Place Stalingrad";"91430";"IGNY";"France";"48.7327455, 2.2210841";"Sous le porche - devant l entrée du Marché de la Ferme"
"Résidence Bois du Cerf";"91450";"ETIOLLES";"France";"48.6389982, 2.4758471";"Située sur le bâtiment à côté du poste de sécurité à l'entrée de la résidence."
"rue de Marcoussis";"91470";"Limours";"France";"48.6455474, 2.0867169";"bibliothèque astucieusement installée dans le renfoncement d une porte non utilisée d'un pavillon"
"place de l église";"91470";"les molieres";"France";"48.6726277, 2.0672417";"contre le mur de l eglise , juste en face de la boulangerie"
"30 r Doct Babin";"91470";"Forges les Bains";"France";"48.6275588, 2.1013759";"2 boites à livres - 1 pour les enfants et les jeunes - et 1 pour les adultes ont astucieusement été disposées devant la maison médicale de Forges les Bains, accessibles à toute heure. Réalisées par les services techniques de la mairie"
"Parc des Tourelles";"91530";"Saint Chéron";"France";"48.5544003, 2.1243337";"Sur une initiative de la Commission Jeunesse deux boîtes confectionnées par les services techniques ont d ores et déjà été installées dans le Parc des Tourelles près de l'aire de jeux et à l'entrée du gymnase. accessible à toute heure."
"3 route de la creusée";"91530";"Le Val St Germain";"France";"48.5658201, 2.060258";"Plus qu'une boite à lire la mairie a installé au sein du Parc municipal dit Parc Billard une Boite à Dons qui comprend une bonne étagère fournis en livres. Le déplacement vaut le coup."
"Espace des Closeaux, Route d Etampes";"91530";"St Chéron";"France";"48.5495548, 2.1243452";"Boite à lire située à l entrée du Gymnase de la ville. Accessible à toute heure. Elle a besoin de nous."
"Avenue Jean Jaurès - Maison des Arts";"91560";"Crosne";"France";"48.715565, 2.4583525";
"Rond-point des Droits de l'Homme";"91560";"Crosne";"France";"48.7215293, 2.4691332";
"Square Jean Moulin";"91560";"CROSNE";"France";"48.7204627, 2.4649022";
"2 allée des castors";"91570";"Bièvres";"France";"48.7554513,2.219491";"Devant l'école  entre son panneau d'affichage et l'abri"
"3B Avenue de la Gare";"91570";"Bièvres";"France";"48.7520935,2.2152637";"Sur la partie herbue près de la rue de la gare et du parking  près du panneau d information "
"47 rue de la Libération";"91590";"Boissy-Le-Cutté";"France";"48.471769, 2.2861846";"Sur le trottoir."
"Rue des Cosnardières ";"91650";"Saint-Yon";"France";"48.5581234, 2.1826953";"Ancienne cabine téléphonique transformée en boîte à lire, près de la mairie."
"Mairie de Angerville";"91670";"Angersville";"France";"48.3107008, 1.9977842";"Boîte située devant la mairie."
"111 rue Nationale";"91670";"Angerville";"France";"48.3094101, 1.9971899";
"Place de la Gare";"91720";"Boigneville";"France";"48.3423488, 2.3785158";
"Place de la Gare";"91720";"BOIGNEVILLE";"France";"48.3423488, 2.3785158";"Installée par le Lions Club de Milly la Forêt en partenariat avec la Commune"
"Place de l Eglise";"91720";"BOIGNEVILLE";"France";"48.3347151, 2.3722297";"Installée par le Lions Club de Milly la Forêt en partenariat avec la Commune à côté de l'arrêt de bus"
"6 grande rue";"91730";"Torfou";"France";"48.5170356, 2.2594645";"Ancienne cabine téléphonique, transformée en boîte à lire, juste devant la Mairie"
"gare de chamarande";"91730";"Chamarande";"France";"48.514948, 2.216601";"Petite boite contenant des livres située sur le quai de la gare en direction St Quentin en Yveline."
"Pharmacie du Domaine";"91760";"Itteville";"France";"48.532973, 2.346124";
"Place de l arrivée";"91800";"Brunoy";"France";"48.699807,2.5067596";"Un totem lecture derrière la gare  à côté de l aire de jeu pour les enfants"
"RUE DE LA FERME";"91800";"BOUSSY SAINT ANTOINE";"France";"48.6913534, 2.5291087";"La Boîte à livres se trouve au milieu de la Place du centre commercial."
"Mairie";"91850";"Bouray-sur-juine";"France";"48.5208448, 2.2992614";"Boîte située derrière la mairie."
"Centre Commercial Les Ulis 2 - Local 213";"91940";"LES ULIS";"France";"48.6767939, 2.1715273";"Pomme de Pain LES ULIS"
"41 rue de Garches";"92000";"Nanterre";"France";"48.8784534, 2.2078453";"Devant le foyer des jeunes travailleurs Valcréas"
"Parc des anciennes mairies - 20 rue Maurice Thorez";"92000";"Nanterre";"France";"48.891887, 2.195718";"Jolie boite à lire pour enfants, située dans l espace jeux qui leur est dédié"
"Centre commercial les 4 Temps";"92092";"Puteaux";"France";"48.8907476, 2.2379612";"Dans le restaurant Pomme de Pain du Centre Commercial les 4 Temps. "
"C.C Les 4 Temps - place des Terrasses - BP 180";"92092";"PARIS La DEFENSE";"France";"48.8907015, 2.2356394";"Pomme de Pain QUATRE TEMPS TERRASSE"
"93, Bld de la République";"92100";"BOULOGNE";"France";"48.833388, 2.2439836";"Pomme de Pain BOULOGNE"
"14 rue Curton";"92110";"Clichy";"France";"48.8998446, 2.311798";"Belle petite boîte à lire sur le mur au bout de la rue Curton. Belle trouvaille."
"Café associatif KAMU - 12 rue Leon Blum";"92110";"Clichy";"France";"48.9075781, 2.302263";"Horaires d ouverture : Mercredi de 11h à 15h et de 18h à 22h Vendredi de 18h à 22h Samedi de 14h à 22h "
"14 Rue Curton";"92110";"CLICHY";"France";"48.8998446, 2.311798";"Échange de livres. Je donne, je prends."
"10 rue des bateliers";"92110";"Clichy";"France";"48.9058313, 2.3052818";
"10 rue des bateliers";"92110";"Clichy";"France";"48.9058313, 2.3052818";
"92 rue Martre";"92110";"Clichy";"France";"48.9037306, 2.3057948";
"Place de la gare de Lozère";"92120";"Palaiseau";"France";"48.7060589, 2.2124791";"Juste à gauche de la gare en sortant du côté du plateau"
"Parc le jardin toscan";"92120";"Montrouge";"France";"48.8207027, 2.3130402";
"Place Jacques Madaule";"92130";"Issy-les-Moulineaux";"France";"48.823826,2.2610622";"Une cabine téléphonique transformée en bibliothèque partagée !"
" Fort d'Issy, 90-98 Prom. du Verger";"92130";"Issy-les-moulineaux";"France";"48.8161877, 2.2671357";"Malle à livres à l?entrée de l espace Le Temps des Cerises"
"Place Bardin";"92150";"Suresnes";"France";"48.869798,2.219033";"Création du lycée Louis Blériot sur une idée de l'association Frater'Cité"
"Allée Louis Chevrolet";"92150";"Suresnes";"France";"48.8757341, 2.2306008";"Boîte  Lions Club"" située à l angle/ au rond point de la rue de Verdun et de la rue du ratrait."
"Rue Emilien Colin";"92150";"Suresnes";"France";"48.8794915, 2.2229707";"Boite à livre devant la poste"
"place Eugène Sue";"92150";"Suresnes";"France";"48.865755, 2.224137";
"5-19 rue du Docteur Emile Roux";"92150";"Suresnes";"France";"48.8659349, 2.218081";"Devant l’école élémentaire des Raguidelles "
"Place Henri IV";"92150";"Suresnes";"France";"48.8701047, 2.2278661";
"101 rue de Verdun";"92150";"Suresnes";"France";"48.875959, 2.2316013";
"6 rue Edouard Vaillant";"92150";"Suresnes";"France";"48.8624749, 2.208468";"Devant l’école Edouard Vaillant"
"13 rue léonard de vinci";"92160";"antony";"France";"48.7405698, 2.3159692";"Dans un atelier de réparation de motos & scooters !!"
"7 rue Henri Martin";"92170";"Vanves";"France";"48.8234566,2.2909252";"Boite à lire fermée"
"Parc Frédéric Pic - Côté rue Larmeroux";"92170";"VANVES";"France";"48.81739070209806, 2.2824311256408696";"Boîte collée au manège et accessible quand le manège est ouvert."
"5 rue de Rushmoor";"92190";"Meudon";"France";"48.8054517, 2.2445556";
"5 rue de Rushmoor";"92190";"Meudon";"France";"48.8054517, 2.2445556";
"Rue du mont Valérien";"92210";"Saint-Cloud";"France";"48.8550408, 2.215524";"Elle se trouve dans la rue du Mont Valérien, devant la gare."
"38 Bd de la République";"92210";"St Cloud";"France";"48.844336, 2.209228";"installé par Lions Club de St Cloud-Garches-Vaucresson"
"Gare du Val d Or";"92210";"St Cloud";"France";"48.8569457, 2.2167273";"installé par Lions Club de St Cloud-Garches-Vaucresson"
"6 rue etienne dolet";"92220";"Bagneux";"France";"48.7964706, 2.3054025";"Dans le parc Richelieu à côté d un banc"
"17 Rue Carnot";"92240";"Malakoff";"France";"48.81219447783828, 2.2777587175369267";"Boîte à lire dans la clôture du 17 rue Carnot"
"10 Avenue Foch";"92250";"La Garenne-Colombes";"France";"48.9108654, 2.2531645";"Dans le parc Wangen im Allgäu"
"17 avenue charlebourg";"92250";"la garenne-colombes";"France";"48.905482, 2.2412786";"A l'angle de l'avenue Charlebourg et de la rue Lucien Jeannin"
"Parc de l Hôtel de Ville";"92250";"La Garenne Colombes";"France";"48.9071337, 2.2458514";"Aussi appelé Parc du Docteur-Roy "
"Avenue de Verdun";"92250";"La Garenne Colombes";"France";"48.9052866, 2.2344977";"Théâtre de la Garenne coté droit"
"12, rue Gentil Bernard";"92260";"Fontenay-aux-Roses";"France";"48.7872117, 2.2920725";"La boite à lire se trouve en face de la sortie principale du RER, sur la terrasse du Café de la gare."
"Parc sainte barbe";"92260";"Fontenay aux roses";"France";"48.7922897, 2.2913469";
"Parc sainte barbe";"92260";"Fontenay aux Roses";"France";"48.7922897, 2.2913469";"Installée par le Lions Club de Fontenay aux Roses au Parc municipal  Sainte Barbe"
"87 rue Chateaubriand";"92290";"Châtenay-Malabry";"France";"48.7718368,2.2666213";"La boite à lire est aménagée dans le tronc d'un arbre au milieu du parc de la maison de Chateaubriand."
"Parc de la Planchette";"92300";"Levallois-Perret";"France";"48.895412, 2.286015";
"31 rue d Alsace";"92300";"Levallois-Perret";"France";"48.8925163, 2.2970509";"2 boites à livres dans le Parc Alsace"
"Rue des Ecoles";"92330";"SCEAUX";"France";"48.7771579, 2.2938135";"Sur la place devant l?Animatheque MJC"
"16 avenue de lattre de Tassigny ";"92340";"Bourg-la-Reine";"France";"48.7790441,2.3237788";"Boîte à lire dans un chouette parc avec jeux enfants."
"rue Charpentier";"92340";"Bourg la Reine";"France";"48.7780577, 2.32402";"Dans le Square Meunier"
"Avenue Joffre";"92380";"Garches";"France";"48.8392446, 2.1862098";"installé par Lions Club de St Cloud-Garches-Vaucresson"
"106 Grande Rue";"92380";"Garches";"France";"48.8440532, 2.1849728";"installé par Lions Club de St Cloud-Garches-Vaucresson"
"PArc de la Mairie de Villeneuve la garenne";"92390";"VIlleneuve la Garenne";"France";"48.9350211, 2.3296803";"Boite à Livres Lions Club"
"Piscine de villeneuve la Garenne";"92390";"VILLENEUVE LA GARENNE";"France";"48.9415703, 2.324059";"La boîte à lire se situe en bas des escaliers à gauche quand on est en face de la piscine"
"23 rue Maurice Ravel";"92390";"Villeneuve La garenne";"France";"48.9297321, 2.3313732";"Devant l aire de jeux pour enfants. Boite à Lire Lions Club"
"square de l'Abbé Pierre";"92390";"Villeneuve La garenne";"France";"48.933755, 2.3303947";"Boite Lions Club sur la Voie promenade a l entrée du square de l'Abbé Pierre"
"13 Allée Saint-Exupéry";"92390";"Villeneuve La garenne";"France";"48.9374192, 2.3256313";"Boite Lions Club"
"29 Avenue Georges Pompidou";"92390";"Villeneuve La garenne";"France";"48.9415703, 2.324059";"Boite Lions Club installé devant la piscine"
"Passage des écoles";"92390";"Villeneuve La garenne";"France";"48.932288, 2.3346746";"Boite Lions Club à l'entrée de l'école Charles Perrault et l'espace Pierre Brossolette"
"Place charras";"92400";"Courbevoie";"France";"48.894468,2.2493507";"Une jolie boite a lire bien protégée par la pluie dans le parc Freudenstadt  merci a la ville de Courbevoie !"
"1 Avenue Puvis de Chavannes";"92400";"COURBEVOIE";"France";"48.8984424, 2.2329582";"Dans le parc Nelson Mandela 92400 Courbevoie - angle rue des Etudiants et rue Saint Lo - sur le même format que celle de la place Charras."
"rue adelaide";"92400";"COURBEVOIE";"France";"48.9014177, 2.2780073";"Dans le Jardin Adélaïde 92400 Courbevoie - rue Adélaïde - sur le même format que celle de la place Charras."
"32, rue Hudri";"92400";"COURBEVOIE";"France";"48.9005524, 2.2675258";"La boite se situe à l'entrée du jardin des Papillons."
"Place des saisons";"92400";"Courbevoie";"France";"48.8893027, 2.2518131";"Dans le square de la place des saisons, en face de la pharmacie"
"Parc de Bécon";"92400";"Courbevoie";"France";"48.90035126001434, 2.269781827926636";"A l'entrée du parc"
"3 avenue Séverine";"92400";"Courbevoie";"France";"48.9049156, 2.2692204";"Boîte à lire à la sortie de la gare de Bécon-les-Bruyères"
"Square Raspail/Kilford";"92400";"Courbevoie";"France";"48.9013729, 2.2544919";"accessible quand le square est ouvert"
