Adresse;Code_Postal; Ville; Pays; Coord_GPS; Remarque
2 rue des anémones / La Giberie;10500;PETIT MESNIL;France;48.3461674, 4.6064379;Sur la clôture de la maison rose dans la rue menant au stade.
Square Saint Amour;25000;besancon;France;47.2396664, 6.0274233;A l entrée du square coté Café de la  Poste
Mairie;07600;Vals-les-bains;France;44.6651663, 4.3648835;
158 avenue de saint maur;34000;montpellier;France;43.6154061, 3.8850799;boîte à livres mise par l association de quartier  vie des aubes"
11 boulevard mounie;34000;montpellier;France;43.618837, 3.8904708;boite à livres du quartier des aubes - mis en place par l association du quartier  vie des aubes"
rue Jean Catelas ;80480;SALEUX;France;49.8543082, 2.2327009;
Eglise;45210;Ferrieres en gatinais;France;48.0906411, 2.7889802;
Route du Bourgeal, la Mairie;74210;GIEZ;France;45.7499928, 6.2541651;Très jolie boite à livres située à l abris devant la Mairie
Quai Pierre Forgas;66660;Port-Vendres;France;42.51744, 3.106307;Sur le Quai Pierre Forgas et Quai François Joly
Rue des Docks;13002;Marseille;France;43.2963888, 5.3736301;La Branche aux LivresCentre Commercial Les Docks - La JolietteAtrium 10.4Rue des Docks13002 MarseilleA l intérieurPrès de la Grand PlaceUne grande étagère en forme de branche, chargée de livres, avec, dessous, un confortable canapé qui vous tend les accoudoirs
1 Ribeyreau;33420;Espiet;France;44.8021078, -0.2637831;Face à la mairie
2 rue surcouf;56450;theix noyalo;France;47.6445051, -2.6991372;L Hotel Inn vous propose une bibliotheque participative ou les clients, ou les gens de passage, prennent ou laissent leurs livres voyageurs.Ouvert de 6h a 22hlibre d'acces
Rue traversière;59650;VILLENEUVE D?ASCQ;France;50.6173045, 3.1427805;La boîte à livres est située dans le hall du cinéma Le méliès.
Rue de Sain-Venant;62232;Annezin;France;50.5396042, 2.6274053;À côté de l arrêt de bus Liberté
7 Rue Léon Gambetta;59500;Douai;France;50.3682282, 3.079853;Zone de dépôt à même le sol, au pied d une peinture à la bombe.À droite de La Baraque aux arts.
centre bourg;36700;Clere du Bois;France;46.9218059, 1.1023;
rue de champien;80700;ROIGLISE;France;49.6848044, 2.8289594;rue de champienPetite boite à lire  fait maison"
ESPLANADE CLEMENCEAU;85520;Saint-Vincent-sur-Jard;France;46.4210031, -1.5696218;
Rue des flandres;27460;Le manoir;France;49.3138671, 1.2012864;
site du Grenouillet;84300;Cavaillon;France;43.8313422, 5.0285453;Elle est située sur le site du Grenouillet.
37 Avenue Rosa Luxemburg,;94600;Choisy-le-roi;France;48.7528509, 2.4066304;Petite boite à lire au niveau de la Villa tasigny
Rue de la Gautellerie;44860;Pont St Martin;France;47.147523, -1.560766;Près de l Etang
285 rue de Savoie;73590;NOTRE DAME DE BELLECOMBE;France;45.8086735, 6.5180448;Télécabine réaménagée en bibliothèque.Située à côté du terrain de pétanque l été et sur le parking de la mairie l'hiver
Parc du Château - Basse Plante;64000;Pau;France;43.2947392, -0.3748689;Une boîte à lire est installée dans le jardin basse plante du château de Pau. C est un parc ombragé, calme avec de nombreux banc, un endroit parfait pour bouquiner.
19 Rue Marcel Girard;91360;Villemoisson sur orge;France;48.6661009, 2.326789;
Allée des Bruyères;91360;Villemoisson sur orge;France;48.6603871, 2.3286761;
Avenue Séquigny;91360;Villemoisson sur orge;France;48.6571481, 2.3311805;
Allée du chantier de Justice;91360;Villemoisson sur orge;France;48.659932, 2.3322666;
Avenue du grand Orme Place de la mairie;91360;Villemoisson sur orge;France;48.661872, 2.3297346;
Allée Raoul Barbé;61300;L Aigle;France;48.7642633, 0.6248811;
rue pierre poitrasson;69620;Moiré;France;45.927805, 4.6034254;situé sur la place devant la chapelle, en face de l église.Un joli frigo recyclé en Biblio-Moiré.
zone piétonne , rue George Road;6560;Wilderness ;South Africa;-33.9941029, 22.5754099;boite située derrière le magasin Kwikspar dans la zone piétonne à Wilderness en Afrique du Sud
route de l église, Balmont;74600;SEYNOD;France;45.8328119, 6.061928;devant l église de Balmont, commune de Seynod
2 rue du Tucard;31650;saint orens de Gameville;France;43.5478904, 1.5392488;Grande boite à lire proche à proximité d un banc et d'une mare
Boulevard Aristide Briand;13300;Salon de Provence;France;43.638217, 5.0920773;Dans l entrée de la bibliothèque
101 rue saint Lazarre;75008;Paris;France;48.8756082, 2.327922;
123 rue saint Lazarre;75008;Paris;France;48.8752463, 2.3252099;
place de l Eglise;84800;Lagnes;France;43.9200605, 5.051548;
place de la mairie;84360;Lauris;France;43.7481141, 5.3142094;
Rue Basse;84660;Maubec;France;43.8465606, 5.1390814;
rue des Poulivets;84580;Oppède;France;43.8427634, 5.1670721;
Rue Basse;38300;Maubec;France;43.8465606, 5.1390814;
avenue du château;84300;Les Taillades;France;43.8354835, 5.0903264;
60 rue Veran Rousset;84300;Cavaillon;France;43.8331223, 5.0421862;Dans la Médiathèque à l entré
Palais des sports;74120;Megève;France;45.8614276, 6.6181335;Cette boîte se trouve dans le hall d?accueil du Palais pour donner livres, magazines ou livres pour enfants.
15 Route de Montfort - D23;78990;ELANCOURT;France;48.7843315, 1.9574114;La boite se trouve sous le porche de la Mairie-Ecole, le long de la D23
30 route de Paris;18110;Fussy;France;47.1445281, 2.4296985;Située en dessous d un auvent avec une chaise pour pouvoir feuilleter les livres, cette boite à lire est très populaire....
81 Grande Rue;78270;MOUSSEAUX SUR SEINE;France;49.0433626, 1.6487898;Boite installée dans abri arrêt bus, parking face à la Mairie de la commune
73 GRANDE RUE;78270;MERICOURT;France;49.0373165, 1.6300322;Aménagement  de l ancienne  cabine téléphonique de la commune , juste après la Mairie à hauteur du No 73
rue des écoles;57830;FOULCREY;France;48.6381731, 6.8581843;Une ancienne armoire électrique transformée en bibliothèque. L accès est libre. Les rayonnages sont bien garnis.
14 rue du Mouton;86000;Poitiers;France;46.5896078, 0.3431796;
30 avenue de bordeaux;37170;chambray lès tours;France;47.3503606, 0.7001388;C est une boite à livre jeunesse situé dans le magasin Boutchou nature
rue Michel Servet;21500;MONTBARD;France;47.6296238, 4.3358414;Centre aquatique Amphitrite
Place Pierre Sémard;94190;Villeneuve Saint Georges;France;48.7306954, 2.4468936;
ile fanac;94340;joinville-le-pont;France;48.822261, 2.467921;
37 impasse de la Glacière;31200;toulouse;France;43.6468942, 1.4221425;a l entrée de la glanerie, disponible aux heures d?ouverture de cette dernière
Avenue de la Grange aux Belles;49070;Beaucouzé;France;47.4765742, -0.6278324;La boite se trouve au bout du parking du groupe scolaire Maurice Ravel à proximité de l arrêt de bus.
Rue du stade;08110;Blagny;France;49.62336, 5.185634;Au niveau du stade
rue du Bourg;67640;FEGERSHEIM;France;48.489147, 7.6911551;Dans la parc entre l EHPAD du Gentil'Home et la Rue de Neuchâtel, au niveau du terrain de jeux
26 RUE DE LA FONTAINE SAINT URBAIN;41120;SAMBIN;France;47.4378959, 1.2952755;
Rue du commerce;37110;Monthodon;France;47.6521768, 0.8372809;A coté de l école près de l'arrêt de bus
ZAC du Clos du Chêne, avenue du Clos Rose;77144;Montévrain;France;48.8555727, 2.7532668;
Centre Commercial Auchan Les Géants, 352 Route nationale, lot 85;59320;Englos;France;50.6321722, 2.9688254;
Centre Commercial Auchan D121;59720;Louvroil;France;50.2564404, 3.9375076;
5 route de montfort - d23;78990;Elancourt;France;48.7839255, 1.9585706;La boite se trouve sous le porche de la mairie-ecole, le long de la d23
La ferme du vinatier 95 boulevard pinel;69678;Bron;France;45.7389578, 4.8963057;La boite se trouve dans le hall d accueil de la Ferme du Vinatier, la structure culturelle de l'hôpital du vinatier
La ferme du vinatier 95 boulevard pinel;69678;Bron;France;45.7389578, 4.8963057;La boite se trouve dans le hall d accueil de la Ferme du Vinatier, la structure culturelle de l'hôpital du vinatier
3 RUE CAMELINAT;78711;MANTES LA VILLE;France;48.9821312, 1.7100208;
rue Yvonne et Robert Noutary;33130;Bègles;France;44.8161038, -0.5427894;au niveau du comité de quartier
959 Chemin de chez Desbois;74380;Bonne;France;46.1594858, 6.3022849;Installée par le conseil municipale des Enfants
Grand Place Jean Le COQ;78710;ROSNY SUR SEINE;France;48.9996696, 1.6383783;Boîté à lire Lion s Club FranceDevant façade Magasin U Express
Place Buffon;33600;Pessac;France;44.9026685, -0.700909;Pour plus de précision, voici les coordonnées exactes de la boite : 44°48 37.5 N 0°39'26.1"W
673 rue des 3 Moulins;77950;Rubelles;France;48.5530817, 2.678264;Boîte à livres pour les écoliers du groupe scolaire communal
27 rue de la faïencerie;77950;RUBELLES;France;48.5635488, 2.6792135;Boîte bibliothèque dans le hall de la mairie
Route de Rosette;24100;BERGERAC;France;44.87388, 0.473835;Sur la façade de l'Antenne des Services Publics CAVILLE
23 Boulevard Henri Sicard;24100;BERGERAC;France;44.8449144, 0.4801915;Sur la façade de l'école de musique
hall de la mairie;24100;BERGERAC;France;44.8529935, 0.4881309;
100 rue boileau;69006;LYON;France;45.7675473, 4.84904;Mjc
Boulevard Carnot;81000;ALBI;France;43.9225799, 2.1444798;En face de l entrée du parc Rochegude.
10 rue du Petit Fort;22100;Dinan;France;48.4555552, -2.0407194;La petite armoire protégée au niveau du lavoir
10 rue Lécuyer;22100;Dinan;France;48.4593023, -2.0492333;En face du noz, dans le parc
Place Duclos Pinot;22100;Dinan;France;48.4543145, -2.0483053;Boite à lire qui tourne beaucoup contre le mur de la mairie
CVS Aimé Césaire - 6 Rue Boileau - Val Fourré;78200;MANTES LA JOLIE;France;48.9974065, 1.6852243;Sur la gauche, de l'entrée du CVS Aimé Césaire
Rue des Acacias Saint-Pierre;79290;Saint Pierre a Champ;France;47.0661153, -0.3749194;Entre l'église et la mairie .
parc du verger;86100;CHATELLERAULT;France;46.820152, 0.5632753;une boite à lire installée dans le parc du verger
avenue du Gremillon;54425;PULNOY;France;48.7088492, 6.2554851;La boîte à lire est autour du plan d'eau de Pulnoy, à côté d'un terrain de foot
18 bis rue du pont du diable;44190;GORGES;France;47.0865447, -1.293025;
Salle des fêtes;60430;Saint-Sulpice;France;49.3546757, 2.1149845;A côté de la salle des fêtes au fond du parking
Route de la loeuf;18100;Vierzon;France;47.2154735, 2.0420513;
Rue Jules Faron;42153;RIORGES;France;46.0440973, 4.0366106;Parc Dolto, entre le centre social et centre petite enfance
Place de l'hôtel de Ville;42300;Roanne;France;46.0347852, 4.0723452;Elle se situe dans l'ancien chalet, à proximité de l'entrée du parking
33 rue Alphonse Daudet;91210;DRAVEIL;France;48.6628136, 2.4233895;A droite de l'entrée du domaine de l'Association La Maison Alphonse DAUDET sous un petit kiosque très charmant et accueillant bordée par un petit jardin potager à partager! ^^
Résidence Bois du Cerf;91450;ETIOLLES;France;48.6389982, 2.4758471;Située sur le bâtiment à côté du poste de sécurité à l'entrée de la résidence.
Avenue de la République;95410;Groslay;France;48.9687381, 2.3586237;De couleur rose, elle se trouve sur un des trottoirs, non loin de l intersection avec la route nationale.
passage de l Abbé Bonjean;13630;Eyragues;France;43.8458965, 4.8468784;Petite ruelle à gauche de la mairie.43.841092 - 4.842028
dans le village;66470;Sainte marie la mer;France;42.728548, 3.014911;Devant la poste
office de tourisme;66470;Sainte marie la mer;France;42.734103, 3.035477;Installée devant l office du tourisme
17 Avenue Thiers;77000;Melun;France;48.5313683, 2.6565106;Dans le jardin romain
4 rue des ecoles;08110;Blagny;France;49.6227583, 5.1875605;École primaire de Blagny
Mairie;08110;Blagny;France;49.6196991, 5.1917884;MairieÀ droite de la porte sur la façade
rue de la Terre Sainte;73110;Arvillard;France;45.444647, 6.11972;Installé par la municipalité d Arvillard sur le bassin de la Terre Sainte en 2017
place de l église;29360;clohars carnoet;France;47.795818, -3.58491;la boite a livre se situe sur le coté de l église, près de la petite entrée.
Place du vieux Vaires;77360;Vaires sur Marne;France;48.8705116, 2.6466301;
77 rue Roland;59000;Lille;France;50.6300958, 3.038688;Situé dans la cour du centre socio  culturel Simone Veil du quartier Vauban Esquermes
9 avenue de Champagne;51200;Epernay;France;49.0431775, 3.9599338;La bôite se trouve dans le parc de l Hôtel de Ville, en face du perron.
Place de la République;72140;Sillé-le-Guillaume;France;48.1831211, -0.128627;
place de la mairie;27220;bois le roy;France;48.8710363, 1.355858;dans l ancien abri bus, devant la mairie
valerielauzetdoyen@gmail.com;75013;Paris;France;48.830759, 2.359204;
Gare de Montereau;77130;Montereau-Fault-Yonne;France;48.379876, 2.9429721;Boite à livres située devant la gare
Avenue de Paris;78000;Versailles;France;48.7993115, 2.1424114;A l étage dans la cafette de la Bibliothèque de l'université inter-age
Rue Pierre Lescot;78000;Versailles;France;48.8111158, 2.1430883;La boite à livre est sous le auvent de la porte d entrée de la salle Marcel Tassincourt
249 rue Vendome;69003;Lyon;France;45.7558726, 4.8478133;devant l entrée de la MJC - salle des Rancy
Rue des Ecoles;92330;SCEAUX;France;48.7771579, 2.2938135;Sur la place devant l?Animatheque MJC
place adolphe javalet;41700;contres;France;47.41854, 1.429097;Sur la place de la mairie , en bas des marches
Feldbergstraße 1,;65527;Niedernhausen;Allemagne;50.1621429, 8.3180255;Ancienne cabine téléphonique sur la place en face du magasin Tegut
Feldbergstraße 1,;65527;Niedernhausen;Allemagne;50.1621429, 8.3180255;Ancienne cabine téléphonique sur la place en face du magasin Tegut
12 RUE DE CERNAY;78711;MANTES LA VILLE;France;48.9705945, 1.7202962;Situé chez particulier au Domaine de la Vallée
Campus Inovia. 1435 boulevard Cambronne;60400;NOYON;France;49.5979187, 3.0081583;Elle se trouve au niveau des boites aux lettres, à l'entrée du Campus
rue de l église;04802;heusy;France;50.5745445, 5.8662821;
Jardin Pierre Gamel - Avenue des Camarguais;30000;Nîmes;France;43.8250344, 4.364742;
Le Bourg D704;24200;Carsac-Aillac;France;44.8388279, 1.2760664;Dans les escaliers qui mènent à la mairie.
Place du Violon;17480;Saint Mandé sur Brédoire;France;46.024679, -0.298356;, en face de l église Saint Brice, dans le bourg de St mandé
rue de la maison communale;04802;heusy;France;50.5934323, 5.8675346;
5 rue des bois;68540;Feldkirch;France;47.8646414, 7.2756748;Juste en face de l école.
Place de l église de courbessadiers;30000;Nîmes;France;43.8356993, 4.3633699;Installée depuis un mois demandée par notre équipe de la maison paroissiale réalisée par les menuisiers de la ville financée par le conseil des quartiers inaugurée hier par les habitants avec un troc de livres pour l occasion
place du marché;57320;Bouzonville;France;49.2920439, 6.5310613;
Rue de parme;54500;Vandoeuvre;France;48.6606384, 6.171742;Devant la mairie
10, rue Condorcet;80090;Amiens;France;49.8763048, 2.3251327;La ville d Amiens a installé une nouvelle boite à lire devant l'association ACIP. Des bénévoles de cette association veille sur cette dernière.
12 rue des terres saint Rémi;51450;Bétheny;France;49.2879578, 4.0571986;
GRANDE RUE;37340;RILLE;France;47.457506, 0.218202;CABINE TELEPHONIQUE
CHATEAU BLANC;76880;ARQUES LA BATAILLE;France;49.8820474, 1.1250541;ENTREE I.M.E 
Rue de pressy;62550;Pernes;France;50.4823656, 2.4068386;Ancienne cabine téléphonique la boîte à livre est rouge
Rue de villemurlin;45600;Saint-Florent;France;47.6895684, 2.4726392;
9 Rue Roquette;69009;Lyon;France;45.7764201, 4.8059408;Devant le Centre Social et Culturel Pierrette Augier Lyon-Vaise
VAL DE SIBOURG;13680;LANCON PROVENCE;France;43.584251, 5.2152329;Elle est placée sur le parking de l école de l'école primaire face à l'Arboretum
allée des Florentines;38240;Meylan;France;45.2280422, 5.7915892;Boîte à lire des FlorentinesMise en place par la copropriétéJuste derrière les boîtes à lettres à l entrée de la copropriété.
12 GRAND RUE;76270;Mesnières-en-Bray;France;49.7649654, 1.3806899;Dans le jardin face à la mairie , la cabane à lire
7 rue Villa-la-Croix;02200;Mercin et Vaux;France;49.3771173, 3.2770717;Boite à lire gérée par la mairie.
57 Rue Principale;37420;Rigny-Ussé;France;47.2523307, 0.2991676;ANCIENNE CABINE TELEPHONIQUE SUR LE PARKING DE L EGLISE
CENTRE SOCIAL DE LA DOUVE;37130;LANGEAIS;France;47.3248857, 0.4038355;PRES DE LA PASSERELLE DE LA RIVIERE LA ROUMER SUR LE PARKING DES CAMPING CAR
Le Bourg;46600;CUZANCE;France;44.945064, 1.5390886;Elle a vue le jour grâce a l initiative de Jacques Célier, un habitant de la commune et a été inaugurée le 23 Mars 2019.
6 boulevard Velasquez;13008;Marseille;France;43.2423834, 5.3868592;
Atol Toulon;83000;Toulon;France;43.1257219, 5.9289149;Boîte à lire située dans la boutique de l opticien Atol de Toulon à côté du cinéma pathe en face de l hôtel des Arts
ROUTE DE ROUEN DANS L EGLISE;76750;BUCHY;France;49.5840236, 1.3564692;BOITE A LIVRES SITUEE  DANS L EGLISE ,  UNIQUEMENT DES LIVRES SUR LA RELIGION
PLACE MICHEL HOLLARD;76720;AUFFAY;France;49.716239, 1.098514;GARE SNCF
Rue de la 1ère armée;68340;Riquewirh;France;48.1657129, 7.2968234;
rue de l hôtel de Ville;03600;commentry;France;46.28906, 2.741199;Fabriquée par le Conseil des jeunes et le Conseil des senior de la Ville de Commentry
9 rue Marcel Pagnol;67205;Oberhausbergen;France;48.6029245, 7.7015831;
Rue de Pacy;27640;Merey;France;48.9659799, 1.4068981;Dans l ancienne cabine téléphonique devant la mairie.
place Pierre Gandet;37100;TOURS;France;47.4200902, 0.6991476;Installée par la Ville de Tours, inaugurée le 24/03 mars dernier, cette boite à livres est gérée par le Comité de Quartier  Asso Monconseil"
6 Rue Jeanne d Arc à Lille;59000;Lille;France;50.629674, 3.0647071;Devant l Atelier des Petites Créations
rue des Carias;25240;chapelle des bois;France;46.6004466, 6.1161595;
7 Grande Rue;25160;LABERGEMENT SAINTE MARIE;France;46.7743794, 6.2823101;Contre le mur de la Mairie
Place de l église;85150;Landeronde;France;46.6588344, -1.5714908;
Place saint nicolas;20200;Bastia;France;42.7005856, 9.4512278;En haut de la place dans une ancienne cabine téléphonique
Place de l église;89400;Cheny;France;47.9556392, 3.5363114;Derrière un arbre près du parking
RUE PIERRE SEMARD;93150;LE BLANC-MESNIL;France;48.9325097, 2.4776806;sur le trottoir du parking face à la rue Denis Papin
23 rue de la République;18500;VIGNOUX SUR BARANGEON;France;47.2014651, 2.1718166;Devant le bâtiment «La Forestière»
Place de la république;18120;Massay;France;47.151435, 1.989855;Cabine devant La Poste
Place de la république;18120;Massay;France;47.151435, 1.989855;Cabine devant La Poste
Gare dammartin juilly saint mard;77230;Saint mard;France;49.0321549, 2.6989655;Dans le halle de gare
Rue du Faubourg, 38;6250;Aiseau-Presles;Belgique;50.4072563, 4.5912519;Cette boite à livres a été mise en place par moi-même. C est lors d'un voyage en Espagne, où j'en ai vu une pour la première fois, que l'idée m'est venue.Dans ma rue, nous sommes tout un collectif de voisins organisant des barbecues, des réunions citoyennes, des soirées afin de créer un réel collectif citoyen favorisant le partage et la nature. Le fait de créer une boite à livres était donc un bon moyen de partage dans ce quartier !
6 rue Jean-Jaurès;54230;Neuves-Maisons;France;48.6168984, 6.1051018;A l intérieur de la Maison Départementale des Solidarités, MDS.Accessible aux horaires d?ouverture au public. Lundi, mardi, mercredi et vendredi de 9h à 12h et de 14h à 17h. Jeudi de 14h à 17h.
6 rue Jean Jaures;54230;Neuves-Maisons;France;48.6168984, 6.1051018;
2 Rue Édouard Branly;33110;Le Bouscat;France;44.8665588, -0.5839167;Dans la cour de récréation de l école primaire Jean Jaures.
26 Place Saint-Jean;77000;Melun;France;48.5392966, 2.663027;A l entré à gauche dans l'espace Saint Jean , à l'intérieur du batiment.
route de gien;45600;lion en sullias;France;47.718076, 2.5107632;
Boulevard Bansard des bois;61130;Bellême;France;48.3749489, 0.5622712;Boîte à livres sur la droite d une rue  qui traverse la ville, avec à gauche les vestiges des fossés d'un château disparu
Le village de  l église;27260;Bailleul-la-Vallee;France;49.2012079, 0.4359133;Cabine téléphonique
quai de seine;76000;rouen;France;49.4321635, 1.090005;
Place des aviateurs;74580;Viry;France;46.1686948, 6.1198042;
Rue des vignes;57930;Hellering les Fenetrange;France;48.8108587, 7.0648556;Joli petite boite à livres, mise en place par la municipalité de ce village.
Square Léon Blum;92800;PUTEAUX;France;48.8838172, 2.2452684;Boite à lire devant la Pizzeria "Le Caruso".
Jardin aux Camelias - Rue Jean-Jaurès;92800;PUTEAUX;France;48.8842293, 2.2437319;Boite à lire qui se trouve au milieu du Jardin aux Camélias, allée centrale.
37 Rue de Vassiac;17270;Montguyon;France;45.2185942, -0.1822933;Sur le complexe sportif, à l'entrée du bâtiment
Square Debussy avenue du Sporting;14510;Houlgate;France;49.3035635, -0.0739759;A l'entrée  sud du square
sentier des calpons;95430;Auvers-sur-Oise;France;49.0713669, 2.1767399;Cabane à livre
Rue Pierre de Coubertin;68260;Kingersheim;France;47.7880019, 7.3275385;La Kabine du Parc des Gravières !
213 rue des piboule;30000;Nîmes;France;43.8297669, 4.3861055;
Place auguste noyant;37320;Esvres sur indre;France;47.2830389, 0.7854861;Cabine téléphonique bien fournie en livres
Place Clara Zetkin;35000;Rennes;France;48.1173421, -1.7075198;Le frigo à livres se situe juste à côté de l entrée des Ateliers du Vent.
Mairie;07600;Vals-les-bains;France;44.6651663, 4.3648835;
place Mauget;49630;Corné;France;46.227638, 2.213749;
166, route de Lézan;30350;Canaules-et-Argentières;France;43.9886892, 4.050988;Boîte à lire hors les murs !
Place de la république;37190;Azay-le-rideau;France;47.2617903, 0.4674237;Très jolie cabine téléphonique rouge
Place du cher;37510;Savonnières;France;47.3483534, 0.5460274;Au fond du parking
20 place du Bourg,;29252;Plouezoc h;France;48.6402677, -3.8223432;Armoire sous un abri, contre le mur de la Bibliothèque.
Le Bourg;42820;AMBIERLE;France;46.1062095, 3.8936289;Dans le bourg - A cote de l eglise - Entree du magasin Vival.
Place de la republique;46400;St cere;France;44.8589249, 1.8920916;Sous l abri bus
Parc le jardin toscan;92120;Montrouge;France;48.8207027, 2.3130402;
Maison des associations 24 rue des platanes;52200;Chaumont;France;48.1007729, 5.1366938;La boîte à lire se situe dans le hall de la maison des associations, accessible aux heures d ouverture, du lundi au vendredi de 8h30 à 23h et le samedi de 8h30 à 12h - 13h30-18h
Ruelle de la Croix Blanche;89260;Thorigny-sur-Oreuse;France;48.2939828, 3.400837;Une cabane à livre construite avec plusieurs essences de bois locaux, par un bénévole passionné de menuiserie. Située à l entrée de l'école, près d'une aire de jeux et de bacs potagers partagés.
2 rue du Moulin Sain Léger;86300;Chauvigny;France;46.5696904, 0.6442893;Dans une ancienne cabine téléphonique au coin de la mairie.
Promenade du Docteur Mattrait;37500;CHINON;France;47.1646546, 0.2448535;Ancienne cabine téléphonique anglais.
Promenade du Docteur Mattrait;37500;CHINON;France;47.1646546, 0.2448535;Ancienne cabine téléphonique anglais
RUE DU MAINE;37330;CHANNAY SUR LATHAN;France;47.480387, 0.263675;Boite à livres dans une ancienne cabine téléphonique située prés de la mairie et de l église
ROUTE DE LANGEAIS;37340;HOMMES;France;47.4230343, 0.2982149;Boite à livres frabriquée à partir d un réfrigérateur , située devant le restaurant le Bouffetard
rue St Saint-Exupéry;33112;SAINT LAURENT MEDOC;France;45.144461, -0.821433;La boîte à livres se situe entre la Poste et l Office de Tourisme dans le petit patio.
Chemin des Fraysses;31810;Clermont-le-Fort;France;43.4580061, 1.4333174;
Gare;77100;MEAUX;France;48.957326, 2.8737926;La boîte à livres se trouve en face de la gare.
D139;37210;SAINT BENOIT LA FORET;France;47.2198166, 0.3222023;A côté de la mairie
rue Henri Dunant;37510;BALLAN-MIRE;France;47.3416518, 0.6185153;Devant l entrée du centre Jules Verne
Centre commercial Grand Maine;49100;Angers;France;47.4683774, -0.5954164;Bibliothèque partagée située dans le hall principal à côté de l ascenseur.
Le potager des Incroyables Comestibles  route de la Palus de Moulon;33420;Moulon;France;44.8772415, -0.2322006;Une Cabane à Lire a été mise en place depuis samedi  20 avril dans le potager des Incroyables Comestibles juste au bord de la Dordogne. Fabriquée avec des palettes de récup et avec Amour par des amis passionnés de livres et l association Lire et Partage, elle était très attendue depuis longtemps.  Un instant livres dans un endroit idyllique qui s'y prête tout à fait.
8, Route Joffre;68290;BOURBACH-LE-HAUT;France;47.7952083, 7.0296464;Ancienne cabine téléphonique, devant l école.
12 Avenue du Maréchal Foch;49300;Cholet;France;47.0618198, -0.8864683;La boite à lire se trouve à droite dans le jardin S.L.A. - Maison des Sciences
Maison Pour Tous Jean-Moulin;72100;LE MANS;France;47.9750245, 0.2200925;Boîte à livres tenue par Christine
College Saint Saens;77440;Lizy-sur-Ourcq;France;49.0299682, 3.0152291;La boîte a livres se trouve juste devant le collège.
Mairie;77440;Lizy-sur-Ourcq;France;49.025462, 3.0268307;La boîte a lire se trouve juste devant l entree De la mairie.
Carrefour market;28170;Thimert;France;48.57658, 1.23936;
rue du Vigneau;44680;Sainte Pazanne;France;47.1059964, -1.8105784;
Place de l Abbé Portier;44680;Sainte-Pazanne;France;47.100839, -1.810183;
place de Retz;44680;Sainte Pazanne;France;47.1036439, -1.8103273;
Laverie, Marina du marin;97290;Le marin;France;14.4691573, -60.8644936;La boîte à lire se trouve dans la laverie de la Marina
132 avenue du Pavillon;38560;Champ Sur Drac;France;45.0799137, 5.7352486;Elle se trouve dans la pharmacie. C est une petite caisse en rentrant à gauche.
parc de bourran;33700;Mérignac;France;44.8373878, -0.633007;La boite se situe à l intérieur du parc, sur la droite juste après le portail d'entrée en face du collège.
parc de bourran;33700;Mérignac;France;44.8373878, -0.633007;La boite se situe à l intérieur du parc, sur la droite juste après le portail d'entrée en face du collège.
7 place Général de Gaulle;33720;Cérons;France;44.6314143, -0.3379315;La boite se situe juste devant l école primaire.
24 Rue de la 1E Armée;68340;Riquewihr;France;48.1654252, 7.2965036;
16 Rue de la Gare;67170;Brumath;France;48.7328489, 7.7003918;devant l'abri à vélos de la gare.
1 Rue du Hahnenberg;67117;Ittenheim;France;48.6052065, 7.5921668;près du bureau de Poste rue du Hahnenberg
Rue de la plaine;02000;Molinchart;France;49.5614782, 3.538989;
1 Rue du Hahnenberg;67117;Ittenheim;France;48.6052065, 7.5921668;près du bureau de Poste rue du Hahnenberghttp://www.ittenheim.fr/fr/actualite/156178/boite-livres-ittenheim
rue de Montevideo;02410;SAINT GOBAIN;France;49.595572, 3.378714;
piscine Brossolette;94100;St Maur des Fosses;France;48.8081239, 2.4949587;A l intérieur de la piscine
Centre Commercial Grand Var Est;83130;La Garde;France;43.140419, 6.018615;La boite est accessible à l entrée principale de Grand Var Est durant les heures d'ouvertures.
Rue des sources;77178;Saint pathus;France;49.0772544, 2.7932899;En face du complexe sportif
17 rue du fief nouveau;17140;lagord;France;46.1866253, -1.1542418;
2 rue des Granges;25580;ETALANS;France;47.1496333, 6.268689;Petite  Boite à Lire pour voyageurs" sous les arches de la mairie/école
avenue de Lingenfeld;77207;Torcy Marne-la-Vallée Cedex 1;France;48.8471674, 2.652468;
Etang de Saint Ouen;41100;Saint ouen;France;47.7983523, 0.9903304;Boite disposée à l entrée
Place du 11 novembre;33380;Mios;France;44.6054788, -0.9392238;Devant la mairie
Mairie;77440;Lizy-sur-Ourcq;France;49.025462, 3.0268307;La boîte a lire se trouve juste devant l?entree De la mairie.
RUE GUSTAVE FLAUBERT;76190;YVETOT;France;49.617904, 0.7544769;BOITE A LIVRES SITUEE PLACE DES BELGES A PROXIMITE DE LA BNP
RUE LEANDRE BIMONT;76880;MARTIGNY;France;49.8655479, 1.151345;BOITE A LIVRE SITUEE DEVANT L ECOLE
ROUTE DE SAINT MARTIN;76760;YERVILLE;France;49.6646093, 0.8966571;CABINE TELEPHONIQUE ANGLAISE PRES DU ROND POINT
devant la supérette;22250;trémeur;France;48.34706, -2.26315;
Place du Marché;35360;Montauban de Bretagne;France;48.2010216, -2.0464617;
au pied de l eglise;35850;Romillé;France;48.215506, -1.891873;dans une ancienne cabine téléphonique
